epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,779.215,1.43234,3.27184,0.8588,0.07389,0.62747,0.12947,0.07529,1.30154,4.11999,0.85918,0.000148548,0.000148548,0.000148548
51,794.664,1.48907,3.20813,0.86067,0.07389,0.62747,0.12947,0.07529,1.30154,4.11999,0.85918,0.000151153,0.000151153,0.000151153
52,809.873,1.61777,3.29095,0.86826,0.07347,0.65906,0.14399,0.08509,1.28812,4.07189,0.85509,0.000153741,0.000153741,0.000153741
53,825.276,1.4221,3.07904,0.86327,0.07347,0.65906,0.14399,0.08509,1.28812,4.07189,0.85509,0.000156311,0.000156311,0.000156311
54,840.302,1.38196,3.09915,0.86908,0.08142,0.71401,0.15836,0.09806,1.28321,4.02518,0.8536,0.000158865,0.000158865,0.000158865
55,855.696,1.44318,3.03724,0.87277,0.08142,0.71401,0.15836,0.09806,1.28321,4.02518,0.8536,0.000161401,0.000161401,0.000161401
56,871.057,1.52257,3.03902,0.86129,0.08399,0.74393,0.16883,0.10407,1.2854,3.98288,0.85468,0.00016392,0.00016392,0.00016392
57,886.318,1.54517,2.99673,0.86409,0.08399,0.74393,0.16883,0.10407,1.2854,3.98288,0.85468,0.000166422,0.000166422,0.000166422
58,901.855,1.52977,3.10343,0.86849,0.08658,0.78242,0.18188,0.11185,1.28416,3.94747,0.85585,0.000168908,0.000168908,0.000168908
59,917.342,1.45591,3.0156,0.85404,0.08658,0.78242,0.18188,0.11185,1.28416,3.94747,0.85585,0.000171376,0.000171376,0.000171376
60,932.851,1.55056,2.99397,0.85957,0.08952,0.82356,0.19723,0.11985,1.28344,3.92494,0.85539,0.000173827,0.000173827,0.000173827
61,948.174,1.55106,2.91589,0.86006,0.08952,0.82356,0.19723,0.11985,1.28344,3.92494,0.85539,0.000176261,0.000176261,0.000176261
62,963.656,1.53754,2.9327,0.85647,0.09012,0.84963,0.21134,0.12981,1.2698,3.89712,0.85303,0.000178677,0.000178677,0.000178677
63,979.234,1.52593,2.8958,0.85652,0.09012,0.84963,0.21134,0.12981,1.2698,3.89712,0.85303,0.000181077,0.000181077,0.000181077
64,994.968,1.40438,2.76355,0.85828,0.08816,0.85776,0.23231,0.1453,1.24994,3.84326,0.85041,0.00018346,0.00018346,0.00018346
65,1011.13,1.49864,2.86588,0.85982,0.08816,0.85776,0.23231,0.1453,1.24994,3.84326,0.85041,0.000185825,0.000185825,0.000185825
66,1027.15,1.42008,2.82002,0.8571,0.088,0.86752,0.25312,0.1593,1.23984,3.76839,0.84894,0.000188174,0.000188174,0.000188174
67,1042.51,1.48739,2.7271,0.85302,0.088,0.86752,0.25312,0.1593,1.23984,3.76839,0.84894,0.000190505,0.000190505,0.000190505
68,1058.43,1.40787,2.7729,0.85533,0.09036,0.89506,0.27044,0.17027,1.24106,3.67113,0.84898,0.00019282,0.00019282,0.00019282
69,1075.56,1.4015,2.63331,0.8533,0.09036,0.89506,0.27044,0.17027,1.24106,3.67113,0.84898,0.000195117,0.000195117,0.000195117
70,1092.48,1.56341,2.7936,0.85477,0.09517,0.92265,0.29237,0.18391,1.24329,3.55588,0.84943,0.000197397,0.000197397,0.000197397
71,1108.5,1.53372,2.69938,0.86565,0.09517,0.92265,0.29237,0.18391,1.24329,3.55588,0.84943,0.00019966,0.00019966,0.00019966
72,1124.82,1.50816,2.61129,0.85857,0.09739,0.95162,0.31291,0.19254,1.25191,3.45311,0.85095,0.000201906,0.000201906,0.000201906
73,1140.74,1.51383,2.62217,0.84737,0.09739,0.95162,0.31291,0.19254,1.25191,3.45311,0.85095,0.000204135,0.000204135,0.000204135
74,1156.64,1.45467,2.61504,0.86863,0.09782,0.96542,0.33397,0.20414,1.24808,3.3497,0.85057,0.000206347,0.000206347,0.000206347
75,1172.59,1.37759,2.46991,0.84873,0.09782,0.96542,0.33397,0.20414,1.24808,3.3497,0.85057,0.000208542,0.000208542,0.000208542
76,1188.34,1.43956,2.51492,0.8527,0.09842,0.97655,0.35597,0.22204,1.2283,3.23015,0.8486,0.00021072,0.00021072,0.00021072
77,1203.92,1.39726,2.46877,0.86151,0.09842,0.97655,0.35597,0.22204,1.2283,3.23015,0.8486,0.00021288,0.00021288,0.00021288
78,1219.35,1.3247,2.46333,0.83527,0.0984,0.97793,0.37497,0.24287,1.20953,3.11534,0.84719,0.000215024,0.000215024,0.000215024
79,1234.8,1.38837,2.40835,0.85014,0.0984,0.97793,0.37497,0.24287,1.20953,3.11534,0.84719,0.00021715,0.00021715,0.00021715
80,1250.53,1.46175,2.3668,0.87123,0.09867,0.98482,0.40066,0.26194,1.21138,3.02903,0.84865,0.00021926,0.00021926,0.00021926
81,1265.93,1.3903,2.35783,0.8501,0.09867,0.98482,0.40066,0.26194,1.21138,3.02903,0.84865,0.000221352,0.000221352,0.000221352
82,1281.86,1.32739,2.2555,0.84223,0.09948,0.99315,0.42471,0.27831,1.20727,2.97427,0.84816,0.000223427,0.000223427,0.000223427
83,1297.71,1.3964,2.29575,0.85068,0.09948,0.99315,0.42471,0.27831,1.20727,2.97427,0.84816,0.000225485,0.000225485,0.000225485
84,1313.78,1.40262,2.37261,0.85063,0.09881,0.99453,0.4502,0.29573,1.20325,2.92264,0.8477,0.000227527,0.000227527,0.000227527
85,1329.83,1.44379,2.3401,0.84595,0.09881,0.99453,0.4502,0.29573,1.20325,2.92264,0.8477,0.000229551,0.000229551,0.000229551
86,1345.99,1.35074,2.26021,0.84255,0.09597,0.99453,0.46907,0.30886,1.19074,2.87561,0.84641,0.000231558,0.000231558,0.000231558
87,1361.47,1.36855,2.17351,0.85594,0.09597,0.99453,0.46907,0.30886,1.19074,2.87561,0.84641,0.000233547,0.000233547,0.000233547
88,1376.94,1.37746,2.23887,0.8579,0.09429,0.99591,0.48072,0.31529,1.18889,2.87005,0.84634,0.00023552,0.00023552,0.00023552
89,1392.52,1.41636,2.25203,0.84339,0.09429,0.99591,0.48072,0.31529,1.18889,2.87005,0.84634,0.000237476,0.000237476,0.000237476
90,1407.85,1.36121,2.16806,0.84199,0.09229,0.99591,0.49414,0.32572,1.18092,2.84708,0.84542,0.000239415,0.000239415,0.000239415
91,1422.97,1.33054,2.06111,0.85683,0.09229,0.99591,0.49414,0.32572,1.18092,2.84708,0.84542,0.000241336,0.000241336,0.000241336
92,1438.11,1.28351,2.05943,0.84828,0.09189,0.99453,0.50158,0.32335,1.21255,2.82928,0.84795,0.000243241,0.000243241,0.000243241
93,1453.21,1.33356,2.08918,0.8414,0.09189,0.99453,0.50158,0.32335,1.21255,2.82928,0.84795,0.000245128,0.000245128,0.000245128
94,1468.53,1.3672,2.10697,0.84221,0.09156,0.99867,0.5,0.32152,1.2336,2.80539,0.85105,0.000246998,0.000246998,0.000246998
95,1483.76,1.34753,2.13997,0.83939,0.09156,0.99867,0.5,0.32152,1.2336,2.80539,0.85105,0.000248852,0.000248852,0.000248852
96,1498.91,1.36828,2.0421,0.84716,0.08998,0.99729,0.5234,0.34311,1.21318,2.72804,0.84962,0.000250688,0.000250688,0.000250688
97,1513.98,1.28666,1.98858,0.84741,0.08998,0.99729,0.5234,0.34311,1.21318,2.72804,0.84962,0.000252507,0.000252507,0.000252507
98,1528.95,1.297,1.96653,0.85246,0.08924,0.99729,0.55332,0.3654,1.20252,2.61283,0.84857,0.000254309,0.000254309,0.000254309
99,1544.18,1.34399,1.95507,0.86115,0.08924,0.99729,0.55332,0.3654,1.20252,2.61283,0.84857,0.000256094,0.000256094,0.000256094
100,1560.66,1.36241,1.94379,0.83635,0.2171,0.98349,0.58171,0.38673,1.19699,2.55477,0.84753,0.000257862,0.000257862,0.000257862
101,1576.43,1.29343,1.90633,0.84435,0.2171,0.98349,0.58171,0.38673,1.19699,2.55477,0.84753,0.000259612,0.000259612,0.000259612
102,1591.49,1.26306,1.9206,0.84259,0.33521,0.90599,0.59469,0.38808,1.22292,2.57524,0.85014,0.000258759,0.000258759,0.000258759
103,1606.67,1.26235,1.86809,0.84565,0.33521,0.90599,0.59469,0.38808,1.22292,2.57524,0.85014,0.000257905,0.000257905,0.000257905
104,1621.81,1.28615,1.92213,0.84395,0.45354,0.74555,0.59707,0.38418,1.24989,2.59185,0.85331,0.000257051,0.000257051,0.000257051
105,1636.85,1.27244,1.80804,0.84945,0.45354,0.74555,0.59707,0.38418,1.24989,2.59185,0.85331,0.000256197,0.000256197,0.000256197
106,1652.03,1.3431,1.84265,0.84684,0.52728,0.59649,0.60308,0.39262,1.22658,2.57706,0.85055,0.000255343,0.000255343,0.000255343
107,1667.42,1.24624,1.84533,0.84125,0.52728,0.59649,0.60308,0.39262,1.22658,2.57706,0.85055,0.000254489,0.000254489,0.000254489
108,1682.8,1.34683,1.82697,0.84507,0.67835,0.39616,0.63653,0.42976,1.16597,2.5185,0.84376,0.000253635,0.000253635,0.000253635
109,1697.86,1.25777,1.82599,0.83984,0.67835,0.39616,0.63653,0.42976,1.16597,2.5185,0.84376,0.000252781,0.000252781,0.000252781
110,1713.16,1.23734,1.76841,0.84246,0.76181,0.30364,0.66286,0.45712,1.13707,2.41358,0.8402,0.000251928,0.000251928,0.000251928
111,1728.54,1.29178,1.74686,0.85608,0.76181,0.30364,0.66286,0.45712,1.13707,2.41358,0.8402,0.000251074,0.000251074,0.000251074
112,1744.07,1.28957,1.82179,0.84391,0.73864,0.36753,0.6713,0.46272,1.13915,2.3111,0.84055,0.00025022,0.00025022,0.00025022
113,1759.41,1.2805,1.73269,0.85138,0.73864,0.36753,0.6713,0.46272,1.13915,2.3111,0.84055,0.000249366,0.000249366,0.000249366
114,1774.95,1.29656,1.76711,0.8465,0.71477,0.39729,0.66252,0.45028,1.16151,2.26469,0.84395,0.000248512,0.000248512,0.000248512
115,1790.43,1.25266,1.7216,0.83643,0.71477,0.39729,0.66252,0.45028,1.16151,2.26469,0.84395,0.000247658,0.000247658,0.000247658
116,1805.73,1.25487,1.73708,0.84052,0.69085,0.42566,0.69635,0.46837,1.18711,2.20408,0.84692,0.000246804,0.000246804,0.000246804
117,1821.09,1.29894,1.76272,0.83938,0.69085,0.42566,0.69635,0.46837,1.18711,2.20408,0.84692,0.00024595,0.00024595,0.00024595
118,1836.5,1.22365,1.69267,0.85693,0.63114,0.40706,0.69119,0.46474,1.17973,2.23131,0.84565,0.000245097,0.000245097,0.000245097
119,1852.4,1.25551,1.64775,0.83221,0.63114,0.40706,0.69119,0.46474,1.17973,2.23131,0.84565,0.000244243,0.000244243,0.000244243
120,1867.99,1.25101,1.65396,0.84242,0.72883,0.38181,0.67513,0.45392,1.15818,2.27707,0.84297,0.000243389,0.000243389,0.000243389
121,1883.41,1.23662,1.69766,0.85193,0.72883,0.38181,0.67513,0.45392,1.15818,2.27707,0.84297,0.000242535,0.000242535,0.000242535
122,1898.75,1.21963,1.64126,0.85387,0.67694,0.38435,0.65165,0.4395,1.14384,2.28829,0.84145,0.000241681,0.000241681,0.000241681
123,1913.64,1.18634,1.61091,0.84636,0.67694,0.38435,0.65165,0.4395,1.14384,2.28829,0.84145,0.000240827,0.000240827,0.000240827
124,1929.02,1.31499,1.61021,0.83264,0.64531,0.38125,0.61512,0.41625,1.13756,2.28482,0.84132,0.000239973,0.000239973,0.000239973
125,1944.75,1.23201,1.63631,0.83464,0.64531,0.38125,0.61512,0.41625,1.13756,2.28482,0.84132,0.000239119,0.000239119,0.000239119
126,1960.5,1.19044,1.55561,0.84765,0.63518,0.40893,0.64211,0.43298,1.14144,2.24568,0.84191,0.000238266,0.000238266,0.000238266
127,1975.9,1.24386,1.57529,0.84293,0.63518,0.40893,0.64211,0.43298,1.14144,2.24568,0.84191,0.000237412,0.000237412,0.000237412
128,1991.44,1.1659,1.55104,0.84386,0.66739,0.46917,0.65853,0.44391,1.14481,2.1686,0.84251,0.000236558,0.000236558,0.000236558
129,2006.99,1.24188,1.5545,0.84333,0.66739,0.46917,0.65853,0.44391,1.14481,2.1686,0.84251,0.000235704,0.000235704,0.000235704
130,2022.37,1.27586,1.61519,0.82615,0.54559,0.51479,0.63975,0.43192,1.1381,2.10851,0.84241,0.00023485,0.00023485,0.00023485
131,2037.66,1.21389,1.55206,0.83806,0.54559,0.51479,0.63975,0.43192,1.1381,2.10851,0.84241,0.000233996,0.000233996,0.000233996
132,2052.93,1.31697,1.5641,0.83155,0.55394,0.58935,0.65836,0.45333,1.11085,1.98859,0.83958,0.000233142,0.000233142,0.000233142
133,2068.35,1.21057,1.46925,0.84034,0.55394,0.58935,0.65836,0.45333,1.11085,1.98859,0.83958,0.000232288,0.000232288,0.000232288
134,2083.57,1.21381,1.47717,0.83796,0.51624,0.63997,0.69535,0.48286,1.10534,1.87452,0.83886,0.000231435,0.000231435,0.000231435
135,2098.89,1.26717,1.58513,0.83536,0.51624,0.63997,0.69535,0.48286,1.10534,1.87452,0.83886,0.000230581,0.000230581,0.000230581
136,2114.03,1.22124,1.41728,0.83999,0.60739,0.64857,0.7398,0.5111,1.11198,1.84821,0.83833,0.000229727,0.000229727,0.000229727
137,2129.39,1.18154,1.4243,0.83968,0.60739,0.64857,0.7398,0.5111,1.11198,1.84821,0.83833,0.000228873,0.000228873,0.000228873
138,2144.65,1.20116,1.45934,0.84131,0.65128,0.63172,0.7598,0.5193,1.12911,1.86013,0.83963,0.000228019,0.000228019,0.000228019
139,2159.87,1.3386,1.49002,0.83716,0.65128,0.63172,0.7598,0.5193,1.12911,1.86013,0.83963,0.000227165,0.000227165,0.000227165
140,2175.14,1.23282,1.4052,0.83673,0.69168,0.63272,0.77045,0.52714,1.13147,1.89797,0.83994,0.000226311,0.000226311,0.000226311
141,2190.48,1.17613,1.41937,0.83708,0.69168,0.63272,0.77045,0.52714,1.13147,1.89797,0.83994,0.000225457,0.000225457,0.000225457
142,2205.79,1.24811,1.40486,0.83009,0.67068,0.61777,0.76972,0.53446,1.10903,1.90415,0.83758,0.000224604,0.000224604,0.000224604
143,2220.9,1.32177,1.50245,0.83646,0.67068,0.61777,0.76972,0.53446,1.10903,1.90415,0.83758,0.00022375,0.00022375,0.00022375
144,2236.36,1.19139,1.38988,0.83259,0.66695,0.64466,0.75828,0.53025,1.0946,1.87875,0.83613,0.000222896,0.000222896,0.000222896
145,2251.81,1.17989,1.39557,0.84833,0.66695,0.64466,0.75828,0.53025,1.0946,1.87875,0.83613,0.000222042,0.000222042,0.000222042
146,2267.09,1.23133,1.43762,0.83753,0.65985,0.70531,0.76361,0.53502,1.09375,1.80008,0.83646,0.000221188,0.000221188,0.000221188
147,2282.36,1.228,1.38613,0.85779,0.65985,0.70531,0.76361,0.53502,1.09375,1.80008,0.83646,0.000220334,0.000220334,0.000220334
148,2297.67,1.26369,1.40923,0.84003,0.64162,0.74898,0.77656,0.54535,1.09184,1.72165,0.83691,0.00021948,0.00021948,0.00021948
149,2312.95,1.2198,1.40678,0.83956,0.64162,0.74898,0.77656,0.54535,1.09184,1.72165,0.83691,0.000218627,0.000218627,0.000218627
150,2328.21,1.21396,1.36521,0.83019,0.60598,0.74525,0.76416,0.53497,1.09752,1.69168,0.83843,0.000217773,0.000217773,0.000217773
151,2343.38,1.24707,1.36561,0.83957,0.60598,0.74525,0.76416,0.53497,1.09752,1.69168,0.83843,0.000216919,0.000216919,0.000216919
152,2358.53,1.14547,1.32473,0.84899,0.62159,0.78735,0.79972,0.55707,1.1044,1.60848,0.83883,0.000216065,0.000216065,0.000216065
153,2373.7,1.1673,1.27932,0.84139,0.62159,0.78735,0.79972,0.55707,1.1044,1.60848,0.83883,0.000215211,0.000215211,0.000215211
154,2389.07,1.15071,1.32469,0.83945,0.61376,0.79255,0.79636,0.55359,1.11114,1.5767,0.83841,0.000214357,0.000214357,0.000214357
155,2404.42,1.19886,1.30805,0.84768,0.61376,0.79255,0.79636,0.55359,1.11114,1.5767,0.83841,0.000213503,0.000213503,0.000213503
156,2419.87,1.19132,1.30483,0.83661,0.68403,0.8322,0.83565,0.5855,1.10298,1.52695,0.83723,0.000212649,0.000212649,0.000212649
157,2435.22,1.16305,1.25838,0.85168,0.68403,0.8322,0.83565,0.5855,1.10298,1.52695,0.83723,0.000211795,0.000211795,0.000211795
158,2450.74,1.28776,1.35756,0.83142,0.7359,0.83368,0.87288,0.61541,1.09186,1.49565,0.83626,0.000210942,0.000210942,0.000210942
159,2466.18,1.18784,1.29854,0.8411,0.7359,0.83368,0.87288,0.61541,1.09186,1.49565,0.83626,0.000210088,0.000210088,0.000210088
160,2481.7,1.18745,1.26532,0.83001,0.73058,0.82124,0.86844,0.61253,1.09362,1.56963,0.83675,0.000209234,0.000209234,0.000209234
161,2497.12,1.2138,1.27576,0.85175,0.73058,0.82124,0.86844,0.61253,1.09362,1.56963,0.83675,0.00020838,0.00020838,0.00020838
162,2512.55,1.20549,1.26,0.84762,0.6852,0.78247,0.82567,0.58032,1.09417,1.68898,0.83737,0.000207526,0.000207526,0.000207526
163,2527.98,1.18114,1.24916,0.83838,0.6852,0.78247,0.82567,0.58032,1.09417,1.68898,0.83737,0.000206672,0.000206672,0.000206672
164,2543.39,1.22749,1.2922,0.83319,0.66488,0.76307,0.81296,0.56677,1.09921,1.72057,0.83811,0.000205818,0.000205818,0.000205818
165,2558.73,1.15406,1.21165,0.84933,0.66488,0.76307,0.81296,0.56677,1.09921,1.72057,0.83811,0.000204965,0.000204965,0.000204965
166,2573.95,1.18614,1.29357,0.84798,0.69889,0.78366,0.84427,0.585,1.10777,1.63809,0.83967,0.000204111,0.000204111,0.000204111
167,2589.4,1.17009,1.2327,0.84266,0.69889,0.78366,0.84427,0.585,1.10777,1.63809,0.83967,0.000203257,0.000203257,0.000203257
168,2604.91,1.19067,1.19888,0.83649,0.71948,0.8119,0.86766,0.59995,1.11155,1.56444,0.84014,0.000202403,0.000202403,0.000202403
169,2620.3,1.15841,1.28029,0.84234,0.71948,0.8119,0.86766,0.59995,1.11155,1.56444,0.84014,0.000201549,0.000201549,0.000201549
170,2635.79,1.13853,1.28975,0.83445,0.69613,0.80775,0.84958,0.5869,1.10837,1.57647,0.8393,0.000200695,0.000200695,0.000200695
171,2651.19,1.18907,1.30401,0.85246,0.69613,0.80775,0.84958,0.5869,1.10837,1.57647,0.8393,0.000199841,0.000199841,0.000199841
172,2666.83,1.14303,1.25595,0.84081,0.64375,0.81577,0.81119,0.56253,1.09482,1.57794,0.83697,0.000198987,0.000198987,0.000198987
173,2681.91,1.1787,1.26045,0.84919,0.64375,0.81577,0.81119,0.56253,1.09482,1.57794,0.83697,0.000198134,0.000198134,0.000198134
174,2697.04,1.14523,1.19377,0.83739,0.69601,0.81477,0.8469,0.59809,1.07888,1.51602,0.83487,0.00019728,0.00019728,0.00019728
175,2712.36,1.14131,1.25577,0.84333,0.69601,0.81477,0.8469,0.59809,1.07888,1.51602,0.83487,0.000196426,0.000196426,0.000196426
176,2727.83,1.13839,1.17604,0.83641,0.77907,0.83115,0.8963,0.63611,1.07607,1.43313,0.83493,0.000195572,0.000195572,0.000195572
177,2743.21,1.14466,1.24845,0.8415,0.77907,0.83115,0.8963,0.63611,1.07607,1.43313,0.83493,0.000194718,0.000194718,0.000194718
178,2759.31,1.14943,1.1964,0.84235,0.7897,0.8574,0.91128,0.65035,1.07672,1.36323,0.83592,0.000193864,0.000193864,0.000193864
179,2774.71,1.10507,1.14649,0.83772,0.7897,0.8574,0.91128,0.65035,1.07672,1.36323,0.83592,0.00019301,0.00019301,0.00019301
180,2790.26,1.14659,1.16265,0.82847,0.7931,0.86696,0.91334,0.6477,1.08703,1.35398,0.83787,0.000192156,0.000192156,0.000192156
181,2805.43,1.12902,1.13946,0.8313,0.7931,0.86696,0.91334,0.6477,1.08703,1.35398,0.83787,0.000191303,0.000191303,0.000191303
182,2820.25,1.10383,1.15215,0.84841,0.79438,0.86872,0.91319,0.64418,1.08708,1.3859,0.83762,0.000190449,0.000190449,0.000190449
183,2835.59,1.21068,1.17652,0.84475,0.79438,0.86872,0.91319,0.64418,1.08708,1.3859,0.83762,0.000189595,0.000189595,0.000189595
184,2851.27,1.15751,1.16691,0.83401,0.78556,0.85299,0.90961,0.64193,1.07766,1.4308,0.83672,0.000188741,0.000188741,0.000188741
185,2866.75,1.13917,1.1317,0.84027,0.78556,0.85299,0.90961,0.64193,1.07766,1.4308,0.83672,0.000187887,0.000187887,0.000187887
186,2881.75,1.08827,1.157,0.83749,0.80429,0.86417,0.93237,0.66261,1.06817,1.40293,0.83562,0.000187033,0.000187033,0.000187033
187,2896.76,1.14663,1.12829,0.84256,0.80429,0.86417,0.93237,0.66261,1.06817,1.40293,0.83562,0.000186179,0.000186179,0.000186179
