epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
101,1578,1.1494,1.67944,0.8818,0.10011,1,0.57924,0.38981,1.08118,3.07056,0.89045,0.00027669,0.00027669,0.00027669
102,1593.27,1.12066,1.66265,0.87955,0.10607,0.99862,0.56798,0.37906,1.07922,3.18822,0.89222,0.000276007,0.000276007,0.000276007
103,1608.44,1.13473,1.66168,0.87203,0.10607,0.99862,0.56798,0.37906,1.07922,3.18822,0.89222,0.000275324,0.000275324,0.000275324
104,1623.79,1.1374,1.69499,0.87452,0.10833,0.99448,0.54663,0.3563,1.10417,3.25379,0.89861,0.000274641,0.000274641,0.000274641
105,1638.94,1.1109,1.60596,0.8794,0.10833,0.99448,0.54663,0.3563,1.10417,3.25379,0.89861,0.000273958,0.000273958,0.000273958
106,1654.21,1.15209,1.62723,0.86862,0.10711,0.99448,0.57604,0.37757,1.10597,3.15853,0.89725,0.000273275,0.000273275,0.000273275
107,1669.67,1.11284,1.67511,0.87124,0.10711,0.99448,0.57604,0.37757,1.10597,3.15853,0.89725,0.000272591,0.000272591,0.000272591
108,1685.18,1.18219,1.62108,0.872,0.10191,0.99862,0.65894,0.44994,1.07208,2.90209,0.88745,0.000271908,0.000271908,0.000271908
109,1700.5,1.11894,1.58584,0.87405,0.10191,0.99862,0.65894,0.44994,1.07208,2.90209,0.88745,0.000271225,0.000271225,0.000271225
110,1715.93,1.08287,1.55184,0.86066,0.22467,0.99039,0.70053,0.48812,1.04684,2.69361,0.8824,0.000270542,0.000270542,0.000270542
111,1731.44,1.12058,1.52992,0.88446,0.22467,0.99039,0.70053,0.48812,1.04684,2.69361,0.8824,0.000269859,0.000269859,0.000269859
112,1747,1.14433,1.62384,0.88027,0.54212,0.757,0.7088,0.4994,1.04376,2.61072,0.88303,0.000269176,0.000269176,0.000269176
113,1762.37,1.10145,1.53341,0.86713,0.54212,0.757,0.7088,0.4994,1.04376,2.61072,0.88303,0.000268493,0.000268493,0.000268493
114,1777.76,1.10195,1.52709,0.86793,0.66722,0.57539,0.70881,0.4918,1.05987,2.59747,0.88608,0.00026781,0.00026781,0.00026781
115,1793.24,1.07295,1.46298,0.86433,0.66722,0.57539,0.70881,0.4918,1.05987,2.59747,0.88608,0.000267127,0.000267127,0.000267127
116,1808.5,1.11954,1.51363,0.87337,0.78435,0.44265,0.74299,0.51518,1.07511,2.51165,0.88705,0.000266444,0.000266444,0.000266444
117,1823.66,1.12105,1.5231,0.87859,0.78435,0.44265,0.74299,0.51518,1.07511,2.51165,0.88705,0.00026576,0.00026576,0.00026576
